iter	RMSE
287	59.9045768
288	59.88922006
289	59.88207634
290	59.86258373
291	59.84072331
292	59.82689825
293	59.80196272
294	59.78823528
295	59.77266942
296	59.75378192
297	59.74539395
298	59.72689938
299	59.70584642
300	59.69592181
301	59.67824045
302	59.66107798
303	59.63840073
304	59.62250306
305	59.60730891
306	59.59186888
307	59.57669437
308	59.56261692
309	59.54797301
310	59.52663861
311	59.51729507
312	59.50611316
313	59.49254919
314	59.4805472
315	59.46229567
316	59.44896988
317	59.44207861
318	59.42828678
319	59.41176045
320	59.39556415
321	59.38913537
322	59.37829202
323	59.36375061
324	59.34653931
325	59.33354095
326	59.31660868
327	59.30323417
328	59.29601884
329	59.28346635
330	59.27001223
331	59.26019878
332	59.25328169
333	59.24198196
334	59.23546905
335	59.22418753
336	59.20919567
337	59.18941846
338	59.16387739
339	59.15515804
340	59.15039218
341	59.13452358
342	59.1227452
343	59.10780177
344	59.10350458
345	59.09923239
346	59.07549986
347	59.06163657
348	59.04017249
349	59.02569597
350	59.01309002
351	59.00468114
352	58.98985413
353	58.96837043
354	58.95446874
355	58.95291855
356	58.95147122
357	58.92632053
358	58.91109991
359	58.89565917
360	58.89428865
361	58.87144011
362	58.85175799
363	58.83975589
364	58.82156597
365	58.81297036
366	58.80044113
367	58.78898624
368	58.77522247
369	58.76370786
370	58.74010255
371	58.73805106
372	58.72317025
373	58.7132199
374	58.69758164
375	58.67846602
376	58.676852
377	58.6654292
378	58.65248734
379	58.6395494
380	58.62820348
381	58.6160291
382	58.60461837
383	58.59270032
384	58.57825468
385	58.55827506
386	58.54221351
387	58.52924882
388	58.50677737
389	58.49750349
390	58.48142344
391	58.46622113
392	58.44933391
393	58.42669216
394	58.41312767
395	58.39856421
396	58.38726508
397	58.37920698
398	58.36931816
399	58.35522644
400	58.3459184
401	58.33198405
402	58.31934513
403	58.30587268
404	58.28820455
405	58.27837095
406	58.2657863
407	58.2540298
408	58.23334352
409	58.22352335
410	58.20084551
411	58.18465774
412	58.16389222
413	58.1470224
414	58.13178948
415	58.12274916
416	58.09998511
417	58.08348877
418	58.06514779
419	58.05417676
420	58.04407099
421	58.02659147
422	58.01500576
423	57.99573141
424	57.98307019
425	57.96722531
426	57.94885801
427	57.94357803
428	57.93585917
429	57.9243767
430	57.90760919
431	57.88853075
432	57.88681166
433	57.87045581
434	57.85832347
435	57.85210935
436	57.84847857
437	57.83737146
438	57.81807831
439	57.80469679
440	57.78483697
441	57.76591073
442	57.74690329
443	57.72246789
444	57.70083519
445	57.68849497
446	57.67416539
447	57.66051604
448	57.64848043
449	57.63207609
450	57.62458488
451	57.60880566
452	57.59430279
453	57.58336082
454	57.57570164
455	57.5630891
456	57.54876852
457	57.5369744
458	57.53092077
459	57.51393553
460	57.50040657
461	57.48297811
462	57.46771095
463	57.4537341
464	57.44218026
465	57.43641936
466	57.42083801
467	57.4038945
468	57.39667895
469	57.38271563
470	57.37970277
471	57.3669079
472	57.35143468
473	57.34304409
474	57.3296592
475	57.32149278
476	57.31100448
477	57.29340302
478	57.28188525
479	57.2759761
480	57.26339639
481	57.24727086
482	57.23405741
483	57.21646067
484	57.20385393
485	57.19134102
486	57.17498652
487	57.15865543
488	57.14187168
489	57.12230133
490	57.10638961
491	57.09291437
492	57.07865657
493	57.06633371
494	57.05227885
495	57.03890862
496	57.02537561
497	57.01118622
498	56.98951926
499	56.9790824
500	56.96197757
501	56.94945382
502	56.93872266
503	56.92341987
504	56.90969221
505	56.89047078
506	56.87085216
507	56.85638812
508	56.8521469
509	56.83879562
510	56.82707678
511	56.81588241
512	56.804008
513	56.78715365
514	56.78219556
515	56.76356434
516	56.74762565
517	56.73523009
518	56.71949744
519	56.70968011
520	56.69790601
521	56.68672647
522	56.67086891
523	56.66064988
524	56.65170045
525	56.63534465
526	56.6206647
527	56.609372
528	56.60003761
529	56.58751222
530	56.57085872
531	56.56636177
532	56.55188753
533	56.53672422
534	56.52527464
535	56.50844213
536	56.49232323
537	56.48668397
538	56.47447305
539	56.45910815
540	56.4454064
541	56.43540095
542	56.42421621
543	56.41728226
544	56.40659754
545	56.39419129
546	56.37827606
547	56.36192255
548	56.35213666
549	56.33339493
550	56.31930049
551	56.3080363
552	56.29585968
553	56.28361728
554	56.26854205
555	56.26464961
556	56.25091618
557	56.24828722
558	56.23731838
559	56.23270861
560	56.21638419
561	56.20536854
562	56.19160289
563	56.18197063
564	56.16457125
565	56.14789126
566	56.13532039
567	56.12519863
568	56.10107863
569	56.09863876
570	56.09322829
571	56.08113151
572	56.06801779
573	56.05328912
574	56.03854136
575	56.02210507
576	56.00696865
577	55.99500282
578	55.98298617
579	55.97092039
580	55.96746269
581	55.94942155
582	55.94721527
583	55.93730531
584	55.92406779
585	55.91142856
586	55.89710603
587	55.88328546
588	55.87224316
589	55.86179524
590	55.85520282
591	55.84062647
592	55.83054898
593	55.81827795
594	55.80433448
595	55.79125268
596	55.78130592
597	55.7683948
598	55.75870415
599	55.74380189
600	55.73198203
601	55.72130514
602	55.71186351
603	55.70309778
604	55.69433004
605	55.68198226
606	55.67169679
607	55.66375946
608	55.64924897
609	55.63502614
610	55.62465919
611	55.6121131
612	55.59963119
613	55.59204797
614	55.5840865
615	55.56760265
616	55.55305881
617	55.5404765
618	55.52839805
619	55.51803867
620	55.51101517
621	55.50410714
622	55.49724999
623	55.4893788
624	55.48041635
625	55.46902604
626	55.46278892
627	55.45586169
628	55.44598729
629	55.43234389
630	55.41371195
631	55.40278725
632	55.39329274
633	55.38313416
634	55.3655705
635	55.35010338
636	55.33722231
637	55.32580012
638	55.31209115
639	55.30320395
640	55.29441468
641	55.28470486
642	55.27303056
643	55.26475382
644	55.24716923
645	55.23594146
646	55.22575724
647	55.21704204
648	55.21032083
649	55.19944519
650	55.19399741
651	55.18084751
652	55.16666656
653	55.1585568
654	55.14493919
655	55.13381897
656	55.11679771
657	55.10782855
658	55.09974795
659	55.09341343
660	55.08464644
661	55.07723922
662	55.06933453
663	55.04993293
664	55.04402838
665	55.03487006
666	55.02472686
667	55.01270655
668	54.99973378
669	54.98425898
670	54.97079869
671	54.96211615
672	54.9473204
673	54.93312896
674	54.92757025
675	54.91622947
676	54.90527812
677	54.89203826
678	54.88494749
679	54.87260934
680	54.86435748
681	54.85649233
682	54.84199383
683	54.82995528
684	54.81898723
685	54.81021674
686	54.79552411
687	54.78244995
688	54.76753686
689	54.75920515
690	54.75170141
691	54.73934495
692	54.72839629
693	54.72028245
694	54.71244178
695	54.70353002
696	54.69577706
697	54.68697444
698	54.67269039
699	54.6582885
700	54.64291484
701	54.63276643
702	54.62728218
703	54.61508544
704	54.60352323
705	54.59722237
706	54.58739405
707	54.57216029
708	54.56503628
709	54.55077339
710	54.53673123
711	54.52800686
712	54.52341939
713	54.50970165
714	54.502536
715	54.48880689
716	54.47842102
717	54.47104912
718	54.4565223
719	54.44966938
720	54.43625331
721	54.42429665
722	54.41185178
723	54.40315965
724	54.39056096
725	54.37717309
726	54.36709775
727	54.36151166
728	54.35038986
729	54.33509238
730	54.3211659
731	54.31235642
732	54.30211736
733	54.28605388
734	54.27482989
735	54.26241209
736	54.24257873
737	54.22287828
738	54.21389711
739	54.20203685
740	54.19069396
741	54.17910967
742	54.16750079
743	54.15710554
744	54.14472285
745	54.13265744
746	54.12491409
747	54.10569628
748	54.08917485
749	54.07939328
750	54.06547194
751	54.0527353
752	54.04267254
753	54.0310307
754	54.02526086
755	54.01525112
756	54.00717655
757	53.99230987
758	53.98263486
759	53.97755806
760	53.9686792
761	53.95748135
762	53.95234472
763	53.94222292
764	53.93001209
765	53.92140512
766	53.90956331
767	53.90486284
768	53.89345116
769	53.88799799
770	53.87966176
771	53.86686184
772	53.8607053
773	53.8515046
774	53.83449961
775	53.82332945
776	53.81386205
777	53.80789661
778	53.79740369
779	53.78551083
780	53.77270199
781	53.76140274
782	53.74876722
783	53.73451519
784	53.72124758
785	53.71236917
786	53.6983083
787	53.68439867
788	53.67043302
789	53.66325226
790	53.656391
791	53.64515092
792	53.63479806
793	53.62026286
794	53.60665356
795	53.59596177
796	53.58705436
797	53.57546207
798	53.56319449
799	53.55310921
800	53.53892062
801	53.53029636
802	53.52112106
803	53.51013594
804	53.49906138
805	53.48795047
806	53.47881344
807	53.47334872
808	53.4595422
809	53.44725687
810	53.43454908
811	53.42719689
812	53.41190811
813	53.39293431
814	53.37657392
815	53.37146266
816	53.36017697
817	53.35104843
818	53.34087472
819	53.33373151
820	53.32378672
821	53.30730194
822	53.29650493
823	53.28898301
824	53.28256291
825	53.27589391
826	53.26600358
827	53.26007471
828	53.24977261
829	53.24075377
830	53.23363099
831	53.22449562
832	53.21465467
833	53.20546297
834	53.19480329
835	53.19043082
836	53.18003439
837	53.16753996
838	53.15712159
839	53.15278288
840	53.13562727
841	53.12447665
842	53.11288198
843	53.0967901
844	53.08569806
845	53.08080799
846	53.07021358
847	53.05861438
848	53.04847663
849	53.03558412
850	53.02295428
851	53.01060585
852	53.00346821
853	52.9946297
854	52.98645769
855	52.97920178
856	52.97296701
857	52.96272456
858	52.95314259
859	52.94278656
860	52.92984899
861	52.91988339
862	52.90991197
863	52.90347022
864	52.89474903
865	52.88141214
866	52.87307369
867	52.85946331
868	52.85190111
869	52.84268859
870	52.83075846
871	52.82568069
872	52.81419425
873	52.79935214
874	52.7900411
875	52.77841656
876	52.7719701
877	52.76765346
878	52.75831712
879	52.74981219
880	52.73835087
881	52.72810363
882	52.7149944
883	52.70641142
884	52.69981886
885	52.69285209
886	52.68573779
887	52.67482808
888	52.6616705
889	52.65166895
890	52.64090799
891	52.6282857
892	52.61903023
893	52.6097686
894	52.6036503
895	52.59890816
896	52.59211386
897	52.58470663
898	52.58026973
899	52.56845501
900	52.55634905
901	52.55083815
902	52.54198528
903	52.53439961
904	52.52344972
905	52.50517086
906	52.49900389
907	52.49097445
908	52.48230009
909	52.47414473
910	52.46664878
911	52.46136244
912	52.45299648
913	52.44887286
914	52.43934106
915	52.42954468
916	52.41693093
917	52.40851464
918	52.40134446
919	52.39639453
920	52.38875791
921	52.3836468
922	52.36795275
923	52.3596602
924	52.34704216
925	52.33796821
926	52.33102613
927	52.32094779
928	52.30819006
929	52.29916089
930	52.28787219
931	52.27758815
932	52.27143325
933	52.26523413
934	52.25105439
935	52.24449985
936	52.2352887
937	52.22789304
938	52.21971273
939	52.21437983
940	52.20747714
941	52.19599409
942	52.18646755
943	52.17458034
944	52.16469038
945	52.1578694
946	52.14873303
947	52.1420453
948	52.13969903
949	52.13310841
950	52.12515285
951	52.11831737
952	52.11081421
953	52.10863805
954	52.10238771
955	52.09936671
956	52.08780594
957	52.08495527
958	52.0784275
959	52.07112049
960	52.06425752
961	52.05076513
962	52.04201933
963	52.03541426
964	52.02378923
965	52.00777007
966	51.99943672
967	51.98467366
968	51.97003641
969	51.96105339
970	51.94930176
971	51.93542434
972	51.925037
973	51.92233863
974	51.91037965
975	51.9029634
976	51.89664598
977	51.88616035
978	51.8804501
979	51.86969164
980	51.85535967
981	51.8500774
982	51.84527982
983	51.83359577
984	51.82671938
985	51.81458022
986	51.80885188
987	51.8039765
988	51.799396
989	51.79513627
990	51.78941623
991	51.78058118
992	51.76670102
993	51.75930946
994	51.75154959
995	51.74042725
996	51.73638846
997	51.72563419
998	51.72095433
999	51.70649623
